County,Urban_Percentage,Pop2010_Sum,OHU2010_Sum,lapophalf_Sum,lalowihalf_Sum,lahunvhalf_Sum,lapop1_Sum,lalowi1_Sum,lahunv1_Sum,MedianFamilyIncome_Avg,lapophalfshare_Avg,lalowihalfshare_Avg,lahunvhalfshare_Avg,lapop1share_Avg,lalowi1share_Avg,lahunv1share_Avg
Lackawanna County,86.4406779661017,214437,87226,140279.0,42364.0,4265.0,65809.0,15055.0,1384.0,65772.15254237287,60.38431034482758,18.82448275862069,5.0151724137931035,41.58971428571428,9.554857142857143,2.1694285714285715
Laclede County,66.66666666666666,35571,14081,30293.0,12439.0,565.0,25735.0,10276.0,394.0,55341.333333333336,82.42,33.99,4.076666666666667,66.65333333333334,26.521666666666665,2.65
Lafayette County,19.230769230769234,114083,43717,102974.0,39867.0,2146.0,88608.0,33776.0,1726.0,63924.0,91.83730769230769,35.29769230769231,4.859615384615385,80.16346153846153,30.451538461538462,3.8453846153846154
Lafayette Parish,88.09523809523809,221578,87027,159338.0,58024.0,3834.0,78487.0,27055.0,1369.0,68863.19047619047,70.59190476190477,27.983809523809523,5.316666666666667,37.09527777777778,13.527222222222223,1.9425
Lafourche Parish,65.21739130434783,96318,35486,81395.0,28427.0,1959.0,52705.0,17496.0,1036.0,65751.56521739131,83.47130434782608,29.40869565217391,5.894347826086956,56.96666666666666,18.884285714285713,3.207142857142857
Lake County,82.93838862559242,1876613,706361,1451557.0,389434.0,27571.0,859764.0,219537.0,13787.0,81470.43230403801,76.71895238095237,22.317999999999998,4.427095238095238,53.33745098039216,14.75033613445378,2.4545098039215687
Lake and Peninsula Borough,0.0,1631,553,1631.0,679.0,259.0,1631.0,679.0,259.0,48984.0,100.0,41.6,46.91,100.0,41.6,46.91
Lake of the Woods County,0.0,4045,1784,3252.0,834.0,21.0,3010.0,748.0,15.0,65363.0,76.58,20.380000000000003,1.415,69.44,17.835,1.01
Lamar County,46.15384615384615,138332,54092,121623.0,47069.0,2854.0,93335.0,34071.0,1657.0,59342.5,86.18692307692308,35.0,5.696153846153846,64.89153846153846,24.883846153846154,3.411153846153846
Lamb County,20.0,13977,5081,8856.0,4333.0,238.0,6085.0,2834.0,151.0,51821.2,63.334,30.214,4.529999999999999,46.376,21.246000000000002,3.066
Lamoille County,0.0,24475,10014,21406.0,6834.0,339.0,18507.0,5752.0,270.0,72736.85714285714,89.92571428571429,28.768571428571427,3.4314285714285715,79.95428571428572,24.957142857142856,2.8442857142857143
Lampasas County,20.0,19677,7539,17499.0,4841.0,319.0,14497.0,3611.0,190.0,70313.6,88.234,25.354000000000003,4.556,72.02799999999999,18.7,2.7039999999999997
Lancaster County,74.60317460317461,892895,341937,671476.0,178709.0,19622.0,385652.0,97546.0,11314.0,74197.72677595628,75.07075675675675,20.430054054054054,5.717297297297297,51.38486842105263,12.833947368421052,3.910657894736842
Lander County,0.0,5775,2213,3548.0,790.0,78.0,2339.0,591.0,42.0,102390.0,61.43,13.68,3.52,40.51,10.24,1.91
Lane County,73.5632183908046,353465,146765,236149.0,78761.0,5654.0,125635.0,38495.0,2222.0,65936.3448275862,70.26036144578313,23.357590361445784,3.909156626506024,45.481857142857145,13.973142857142857,1.8865714285714286
Langlade County,33.33333333333333,19977,8587,17411.0,5702.0,391.0,12371.0,3446.0,155.0,60496.166666666664,90.09500000000001,28.661666666666665,4.046666666666667,70.98333333333333,20.201666666666664,1.9933333333333334
Lanier County,0.0,10078,3608,8957.0,4253.0,300.0,6793.0,3010.0,92.0,46863.0,93.11500000000001,42.445,5.989999999999999,79.825,34.81,2.355
Lapeer County,25.0,88319,32776,83215.0,22379.0,1458.0,73496.0,18037.0,1010.0,68519.26086956522,94.71916666666668,25.41541666666667,4.265416666666667,84.06625,20.548750000000002,3.047916666666667
Laramie County,85.0,91738,37576,76855.0,19171.0,1322.0,48025.0,12034.0,895.0,77803.5,85.2015,21.5245,3.5104999999999995,54.6365,13.930000000000001,2.3755
Larimer County,82.1917808219178,299630,120295,231669.0,56843.0,3519.0,118721.0,22632.0,1187.0,84607.70833333333,73.81438356164384,19.433424657534246,2.9723287671232876,46.785438596491225,9.514912280701754,1.172456140350877
Larue County,25.0,14193,5615,11593.0,4920.0,173.0,10061.0,4142.0,93.0,50000.0,88.8275,38.2525,3.16,82.015,34.8025,2.33
Las Animas County,50.0,15507,6384,13607.0,5629.0,400.0,8674.0,3521.0,205.0,54731.5,85.46833333333335,34.751666666666665,5.598333333333334,52.120000000000005,20.48333333333333,2.5233333333333334
Lassen County,22.22222222222222,34895,10058,30590.0,6489.0,409.0,26045.0,4933.0,199.0,64826.444444444445,83.11888888888889,21.33111111111111,3.77,69.24555555555555,16.36,2.011111111111111
Latah County,57.14285714285714,37244,14708,22563.0,7841.0,435.0,12025.0,3650.0,175.0,69451.14285714286,65.84,22.404285714285713,3.0942857142857143,42.151428571428575,13.042857142857143,1.5271428571428574
Latimer County,0.0,11154,4208,9954.0,4192.0,224.0,8729.0,3520.0,174.0,52580.333333333336,93.28666666666668,38.04333333333333,4.713333333333333,86.37333333333333,34.25333333333334,3.9633333333333334
Lauderdale County,52.0,200785,79565,178769.0,75707.0,5403.0,137960.0,54034.0,3283.0,53224.142857142855,87.6478,39.8972,7.7992,64.5574,26.3384,4.3431999999999995
Laurel County,38.46153846153847,58849,23014,53991.0,25588.0,1423.0,45270.0,21175.0,1020.0,49860.61538461538,92.31384615384614,43.25384615384615,6.173846153846155,76.91923076923078,35.62461538461538,4.40076923076923
Laurens County,30.0,114971,44166,106123.0,50274.0,3069.0,89548.0,41270.0,2247.0,49776.166666666664,93.35433333333334,43.75066666666667,7.034666666666666,79.67933333333333,36.07066666666666,5.065666666666667
Lavaca County,16.666666666666664,19263,7808,16816.0,5098.0,315.0,13073.0,3607.0,214.0,68495.83333333333,87.02666666666666,26.56833333333333,3.893333333333333,67.925,18.865,2.5900000000000003
Lawrence County,40.0,401668,160630,346661.0,132011.0,8573.0,268951.0,100142.0,5561.0,56027.77142857143,85.44180952380952,33.733428571428576,5.716666666666667,69.13909090909091,26.413535353535355,3.817272727272727
Le Flore County,25.0,50384,18878,45259.0,21847.0,912.0,37874.0,17871.0,750.0,49317.166666666664,89.52916666666665,43.81166666666667,4.944166666666667,74.19333333333334,35.4175,4.003333333333333
Le Sueur County,16.666666666666664,27703,10758,20108.0,4225.0,215.0,14769.0,2715.0,146.0,81223.0,71.66166666666668,15.263333333333334,2.06,53.00666666666667,9.928333333333333,1.4283333333333335
Lea County,72.22222222222221,64727,22236,47253.0,16372.0,627.0,25069.0,8113.0,242.0,66378.33333333333,76.345,25.393888888888892,2.7333333333333334,47.84882352941177,14.745882352941177,1.158235294117647
Leake County,20.0,23805,8272,21460.0,11218.0,687.0,19599.0,10243.0,657.0,44407.8,92.172,49.396,8.51,85.94200000000001,46.126,8.193999999999999
Leavenworth County,62.5,76227,26447,70824.0,15275.0,1089.0,57736.0,11802.0,821.0,79825.8125,94.441875,22.395,4.613125,80.13187500000001,18.263125,3.688125
Lebanon County,67.74193548387096,133568,52258,94365.0,24275.0,1752.0,59371.0,13433.0,925.0,68972.29032258065,70.11322580645162,18.638387096774192,3.3141935483870966,59.643478260869564,13.63,2.508260869565217
Lee County,70.47970479704797,1079698,437359,897582.0,311970.0,18393.0,576412.0,194519.0,10007.0,65679.5895522388,82.63055350553506,28.814649446494467,4.420147601476015,56.07569230769231,19.172653846153846,2.653153846153846
Leelanau County,0.0,21708,9255,20239.0,4449.0,273.0,18614.0,4154.0,240.0,76766.5,92.02499999999999,21.108333333333334,2.665,84.955,19.803333333333335,2.341666666666667
Leflore County,62.5,32317,11577,27549.0,17989.0,1344.0,19326.0,12969.0,929.0,37599.75,87.82875,56.53375,12.2375,62.137499999999996,40.02375,8.3125
Lehigh County,89.47368421052632,349497,133983,232769.0,53795.0,5444.0,120765.0,18423.0,1572.0,73591.55263157895,68.2143661971831,15.97732394366197,4.147183098591549,48.65960784313725,7.446078431372549,1.5062745098039214
Lemhi County,0.0,7936,3576,6808.0,2859.0,106.0,5735.0,2390.0,82.0,56975.0,87.38666666666666,36.22333333333333,3.0233333333333334,73.92,30.47333333333333,2.3866666666666667
Lenawee County,43.47826086956522,99892,37514,88352.0,26386.0,1751.0,69731.0,19814.0,1303.0,64235.95652173913,88.72434782608696,27.687391304347823,4.927826086956522,71.33391304347826,21.57695652173913,3.8156521739130436
Lenoir County,73.33333333333333,59495,24327,50550.0,24066.0,2062.0,37134.0,16742.0,937.0,44763.0,79.70533333333333,40.04533333333333,9.962,61.24769230769231,27.523076923076925,3.983846153846154
Leon County,78.87323943661971,292288,117841,236434.0,82851.0,5300.0,138819.0,38798.0,1869.0,67366.31884057971,76.51084507042253,28.15549295774648,4.976056338028169,56.23388888888889,16.183333333333334,2.0574074074074074
Leslie County,0.0,11310,4555,11002.0,5826.0,559.0,10510.0,5628.0,543.0,37530.333333333336,98.14333333333333,55.096666666666664,12.0,95.18333333333334,53.903333333333336,11.756666666666666
Letcher County,0.0,24519,10014,22704.0,12712.0,745.0,19156.0,10714.0,619.0,36651.857142857145,93.75,54.205714285714286,7.64,81.39571428571428,47.385714285714286,6.54
Levy County,11.11111111111111,40801,16404,37503.0,18379.0,730.0,33108.0,15995.0,595.0,47298.88888888889,91.05777777777777,45.65555555555555,5.69,79.6588888888889,39.504444444444445,4.748888888888889
Lewis County,20.0,158977,62929,139197.0,52277.0,3248.0,116503.0,42597.0,2245.0,57203.6,87.34733333333334,33.12311111111111,5.018888888888889,74.13477272727272,27.368409090909093,3.450909090909091
Lewis and Clark County,42.857142857142854,63395,26694,49569.0,11816.0,905.0,32215.0,7433.0,377.0,78291.42857142857,79.655,19.199285714285715,3.217857142857143,61.09384615384616,14.394615384615385,1.5876923076923077
Lexington County,65.75342465753424,262391,102733,227198.0,69710.0,4087.0,155945.0,48793.0,2360.0,72772.21917808219,86.53369863013698,26.295068493150684,3.895890410958904,62.019999999999996,19.394571428571428,2.429142857142857
Lexington city,100.0,7042,2237,1904.0,629.0,65.0,415.0,118.0,5.0,69677.0,27.04,8.93,2.89,5.89,1.67,0.22
Liberty County,32.25806451612903,149800,50575,135472.0,56138.0,2707.0,105408.0,42960.0,1860.0,54835.48387096774,91.95677419354838,38.526774193548384,5.563225806451613,77.625,31.984333333333332,4.356333333333334
Licking County,68.75,166492,63989,143728.0,36772.0,2299.0,104784.0,23261.0,1140.0,73687.21875,85.3490625,23.646875,3.88625,62.80935483870967,14.617096774193548,1.9651612903225808
Limestone County,29.166666666666668,106166,39945,97932.0,34404.0,1475.0,81671.0,27619.0,1107.0,61232.916666666664,89.78583333333334,34.57,3.9633333333333334,74.31347826086957,27.020434782608696,2.9056521739130434
Lincoln County,25.517241379310345,586293,233668,503925.0,173420.0,9105.0,408579.0,141979.0,6522.0,64688.979310344825,85.00937931034483,28.59158620689655,3.8198620689655174,70.02756944444444,23.523263888888888,2.7894444444444444
Lincoln Parish,60.0,46735,17599,41374.0,19688.0,1448.0,30576.0,13592.0,825.0,54928.0,87.934,42.836,9.317,64.124,28.558999999999997,4.962999999999999
Linn County,72.6027397260274,350315,140657,271183.0,74811.0,5090.0,164627.0,42661.0,2396.0,70510.71232876713,75.97671232876712,22.153561643835616,3.733150684931507,51.710153846153844,13.81523076923077,1.821076923076923
Lipscomb County,0.0,3302,1263,3302.0,1047.0,30.0,3302.0,1047.0,30.0,72795.0,100.0,32.915,2.685,100.0,32.915,2.685
Litchfield County,49.01960784313725,189927,76640,160250.0,25838.0,3013.0,115004.0,16498.0,1728.0,99037.35294117648,84.18450980392157,13.93392156862745,3.946078431372549,64.02374999999999,9.199375,2.310416666666667
Little River County,0.0,13171,5411,12298.0,5102.0,384.0,10569.0,4091.0,331.0,58380.5,92.5475,37.745,6.425000000000001,80.0975,30.5975,5.26
Live Oak County,0.0,11531,4257,9667.0,3767.0,117.0,7785.0,2913.0,89.0,60481.0,83.41749999999999,32.2525,2.5300000000000002,64.7575,23.895000000000003,1.705
Livingston County,46.236559139784944,310024,116258,276919.0,59023.0,4384.0,218344.0,44336.0,2708.0,86235.62637362638,88.99483870967742,18.380967741935486,3.3919354838709674,71.90395604395604,14.0010989010989,2.2086813186813186
Livingston Parish,47.05882352941176,128026,46007,115653.0,35169.0,1978.0,90746.0,26961.0,1472.0,72022.5294117647,89.24,27.438235294117646,4.398235294117647,68.68529411764706,20.570588235294117,3.195294117647059
Llano County,33.33333333333333,19301,9008,17157.0,5343.0,214.0,13896.0,4021.0,140.0,67344.0,92.205,26.723333333333333,2.14,79.14999999999999,21.606666666666666,1.5866666666666667
Logan County,28.07017543859649,232160,89182,201211.0,70944.0,4879.0,163752.0,56033.0,3567.0,61160.19298245614,86.19631578947367,31.279824561403508,5.4970175438596485,69.67894736842105,24.783859649122807,4.0770175438596485
Long County,0.0,14464,5023,13718.0,5651.0,182.0,12642.0,5198.0,164.0,61889.0,93.33500000000001,37.8,3.625,83.745,33.760000000000005,3.17
Lonoke County,37.5,68356,25295,60903.0,19181.0,862.0,48074.0,14954.0,629.0,64694.625,88.6875,28.850625,3.5425,69.161875,22.36375,2.54
Lorain County,84.93150684931507,301356,116274,229766.0,62238.0,5470.0,121281.0,25577.0,2059.0,65470.27777777778,75.76520547945205,24.01821917808219,5.408767123287672,46.262166666666666,11.613833333333334,2.4036666666666666
Los Alamos County,100.0,17950,7663,14168.0,1512.0,264.0,7997.0,905.0,165.0,136094.25,81.77,9.32,3.595,50.387499999999996,5.95,2.3325
Los Angeles County,98.2433590402742,9818605,3241204,3696268.0,1139072.0,70754.0,709957.0,156819.0,7481.0,79980.20417936439,47.71460878885316,14.571189710610932,2.8882422293676315,33.20293286219081,7.150759717314488,1.0559611992945326
Loudon County,30.0,48556,19826,43997.0,14489.0,809.0,37177.0,11325.0,431.0,63689.4,90.829,30.704,3.191,79.301,25.742,1.941
Loudoun County,84.61538461538461,312311,104583,211701.0,20946.0,1638.0,89153.0,5713.0,479.0,147354.9375,68.27184615384616,7.142307692307693,1.706,37.637058823529415,2.472352941176471,0.6298039215686274
Louisa County,0.0,44540,17290,41998.0,12978.0,850.0,37770.0,11480.0,742.0,71238.77777777778,93.20444444444445,29.54222222222222,5.078888888888889,82.4388888888889,25.63,4.342222222222222
Loup County,0.0,632,275,632.0,187.0,2.0,632.0,187.0,2.0,64375.0,100.0,29.57,0.72,100.0,29.57,0.72
Love County,0.0,9423,3713,8911.0,3255.0,120.0,7483.0,2453.0,85.0,60988.0,94.04,35.16,3.4166666666666665,77.61,25.863333333333333,2.3533333333333335
Loving County,0.0,82,39,82.0,15.0,0.0,82.0,15.0,0.0,101042.0,100.0,18.63,0.0,100.0,18.63,0.0
Lowndes County,55.81395348837209,180311,67586,155741.0,71589.0,4276.0,110959.0,46357.0,2448.0,54975.32558139535,85.8486046511628,40.101860465116275,6.677209302325582,65.14,27.8435,4.090249999999999
Lubbock County,83.5820895522388,278831,105781,194145.0,78443.0,4144.0,84576.0,34108.0,1799.0,65431.578125,69.47000000000001,28.94515151515151,4.28,48.824390243902435,20.430243902439024,3.232926829268293
Lucas County,91.6030534351145,450713,183956,309120.0,111714.0,10899.0,124245.0,38203.0,2756.0,57076.515384615384,65.56030534351144,26.99152671755725,7.248702290076336,40.67142857142857,14.004025974025973,2.733636363636364
Luce County,50.0,6631,2412,4976.0,1437.0,115.0,3264.0,1166.0,95.0,55000.0,81.545,24.765,5.2,62.46,21.74,4.53
Lumpkin County,0.0,29966,10989,28988.0,10593.0,321.0,26260.0,9502.0,250.0,56702.25,96.41,35.175,2.9375,88.065,31.5675,2.2800000000000002
Luna County,66.66666666666666,25095,9593,20765.0,12634.0,812.0,13875.0,8509.0,462.0,41379.166666666664,81.395,49.705000000000005,9.618333333333334,50.91833333333333,30.865,4.825
Lunenburg County,0.0,12914,4957,12025.0,5459.0,303.0,10342.0,4649.0,224.0,53858.333333333336,94.48,42.99666666666667,5.75,84.08333333333333,38.00666666666667,4.386666666666667
Luzerne County,77.88461538461539,320918,131932,218792.0,63348.0,6995.0,121689.0,29670.0,2422.0,64592.728155339806,65.46291262135922,19.78990291262136,5.366990291262136,52.73735294117647,13.16014705882353,2.633088235294118
Lycoming County,55.172413793103445,116111,46700,97261.0,32822.0,3432.0,65178.0,19138.0,1693.0,64507.34482758621,86.78862068965518,29.57758620689655,7.525172413793103,66.2088888888889,19.635925925925925,4.064444444444444
Lyman County,0.0,3755,1392,3565.0,1558.0,80.0,3346.0,1484.0,77.0,51267.5,95.82,46.89,9.184999999999999,91.02000000000001,45.25,9.045
Lynchburg city,100.0,75568,28476,55701.0,24439.0,2731.0,15163.0,6066.0,766.0,54547.73684210526,73.45473684210526,34.30842105263158,11.051052631578948,22.65375,9.743125000000001,3.37625
Lynn County,33.33333333333333,5915,2246,4230.0,1868.0,87.0,3257.0,1312.0,48.0,53420.0,78.70666666666666,34.73,3.8333333333333335,65.92666666666666,27.49333333333333,2.5033333333333334
Lyon County,40.0,131422,51067,112776.0,35941.0,1816.0,83321.0,24907.0,1101.0,65852.9,85.235,27.291,3.7203333333333335,67.77862068965517,20.482413793103447,2.440689655172414
Mackinac County,0.0,11113,5024,10174.0,3663.0,468.0,8524.0,3055.0,330.0,56267.0,91.71000000000001,32.70399999999999,8.998000000000001,77.09200000000001,27.445999999999998,6.44
Macomb County,95.81395348837209,840978,331667,624041.0,161671.0,13537.0,252720.0,52794.0,4339.0,71524.22169811321,72.9733023255814,21.50958139534884,4.188697674418605,38.605986394557824,9.362380952380953,1.8725850340136052
Macon County,57.35294117647059,218696,88917,190011.0,71915.0,6213.0,138179.0,47286.0,3089.0,55999.62686567164,86.77676470588234,34.96205882352941,8.020588235294117,67.48193548387097,24.9008064516129,4.554516129032258
Macoupin County,30.76923076923077,47765,19381,37771.0,11395.0,640.0,26954.0,7317.0,357.0,68076.84615384616,82.46384615384615,24.49923076923077,3.3146153846153847,62.96846153846154,17.209230769230768,2.1507692307692308
Madera County,43.47826086956522,150865,43317,117057.0,48427.0,1470.0,84197.0,31784.0,946.0,58921.47826086957,81.67636363636365,32.23636363636364,3.622727272727273,68.43350000000001,24.788,2.7184999999999997
Madison County,64.98422712933754,1347824,523548,1159440.0,370848.0,24414.0,811035.0,243365.0,14351.0,68428.24444444444,85.0707570977918,28.887728706624607,5.412586750788644,62.22006688963211,19.979598662207355,3.417625418060201
Madison Parish,60.0,12093,4025,8856.0,5050.0,349.0,4443.0,2232.0,82.0,35314.2,70.19800000000001,40.462,8.09,33.583999999999996,16.884,1.866
Magoffin County,0.0,13333,5309,12577.0,6944.0,470.0,11371.0,6244.0,409.0,39059.0,96.85249999999999,56.3775,9.51,91.35249999999999,53.135,8.885
Mahaska County,57.14285714285714,22381,8975,18083.0,5822.0,396.0,12589.0,3745.0,217.0,65175.28571428572,78.87,25.36285714285714,4.255714285714285,53.98142857142857,16.06,2.2871428571428574
Mahnomen County,0.0,5413,2019,4318.0,1991.0,114.0,3955.0,1800.0,98.0,54167.0,81.41499999999999,37.675,5.945,75.26,34.42,5.21
Mahoning County,88.57142857142857,238823,98712,189924.0,72435.0,6459.0,115494.0,44113.0,4152.0,53238.8,80.31242857142857,36.818999999999996,8.638857142857143,56.04409836065574,26.280983606557378,6.705409836065574
Major County,0.0,7527,3109,6184.0,1844.0,90.0,4720.0,1406.0,64.0,64910.0,84.46,25.16,2.736666666666667,67.24,19.993333333333336,2.013333333333333
Malheur County,28.57142857142857,31313,10411,23619.0,10441.0,401.0,13904.0,5466.0,117.0,52236.0,75.94857142857143,32.94857142857143,3.5814285714285714,47.65,18.587142857142858,1.2328571428571427
Manassas Park city,100.0,14273,4507,11066.0,2779.0,132.0,5783.0,1452.0,65.0,88589.5,77.77000000000001,20.08,2.99,39.95,10.34,1.46
Manassas city,100.0,37821,12527,20719.0,4135.0,184.0,4224.0,685.0,64.0,89926.14285714286,54.314285714285724,9.974285714285713,1.5399999999999998,15.778,2.448,0.762
Manatee County,85.8974358974359,322833,135729,239655.0,68536.0,4613.0,122939.0,26480.0,1403.0,70121.85897435897,74.31217948717949,21.60333333333333,3.6915384615384617,46.481846153846156,10.346,1.4435384615384614
Manistee County,33.33333333333333,24733,10308,19260.0,6156.0,396.0,15803.0,5009.0,275.0,59906.88888888889,78.31,25.11888888888889,3.6599999999999997,64.61888888888889,20.41888888888889,2.71
Manitowoc County,68.42105263157895,81442,34013,68469.0,19029.0,1577.0,46050.0,11480.0,744.0,67273.15789473684,80.34684210526315,23.261052631578945,4.377368421052632,53.845,13.725555555555555,2.104444444444445
Marathon County,51.85185185185185,134063,53176,113711.0,28191.0,2050.0,87901.0,19116.0,1148.0,70300.88888888889,81.49777777777778,21.51148148148148,3.8303703703703706,64.9592,14.706,2.1828
Marengo County,16.666666666666664,21027,8535,17291.0,8278.0,597.0,12839.0,6252.0,378.0,50807.833333333336,86.06,42.830000000000005,7.016666666666667,69.635,35.348333333333336,5.111666666666667
Maricopa County,95.72836801752464,3817117,1411583,2497632.0,757010.0,47353.0,903299.0,236820.0,13735.0,76951.67663344408,67.69691358024691,20.838855218855215,3.703131313131313,39.4873851590106,11.022544169611308,1.9413427561837455
Maries County,0.0,9176,3705,8505.0,3204.0,280.0,7164.0,2531.0,217.0,57757.333333333336,92.28666666666668,35.04,7.5566666666666675,76.67666666666666,27.226666666666663,5.760000000000001
Marin County,87.27272727272727,252409,103210,127637.0,15541.0,1847.0,42190.0,5197.0,380.0,152115.87037037036,53.82833333333333,6.981296296296296,1.7196296296296296,29.41921052631579,4.175526315789474,0.5635897435897436
Marinette County,25.0,41749,17974,35827.0,12570.0,761.0,26959.0,8782.0,482.0,59345.333333333336,87.645,30.13,4.29,68.67999999999999,22.165000000000003,2.9033333333333338
Marion County,74.94505494505495,1962056,780620,1542364.0,606722.0,41807.0,904410.0,337752.0,19841.0,59104.37306843267,78.3095796460177,32.25776548672567,6.243871681415929,52.88338541666667,20.862031249999998,3.4703906250000003
Mariposa County,0.0,18251,7693,17266.0,5908.0,235.0,16102.0,5492.0,168.0,67173.0,93.35666666666667,31.68166666666667,3.418333333333333,86.41666666666667,29.296666666666667,2.4899999999999998
Marlboro County,28.57142857142857,28933,10383,26593.0,12769.0,1071.0,23107.0,10781.0,878.0,44863.57142857143,94.31428571428572,44.402857142857144,9.594285714285714,85.22714285714287,39.26428571428572,8.38
Marquette County,44.827586206896555,82481,34109,66363.0,21260.0,1427.0,47630.0,14155.0,822.0,64688.862068965514,79.04107142857143,25.892857142857142,4.456428571428572,56.48888888888889,16.94851851851852,2.328888888888889
Marshall County,34.11764705882353,365726,142510,322743.0,117945.0,6480.0,258747.0,89612.0,4340.0,60538.44705882353,87.30588235294118,31.08670588235294,4.717882352941176,70.72392857142857,23.664761904761903,3.168333333333333
Martin County,62.96296296296296,219725,93633,183172.0,54926.0,3910.0,124098.0,37127.0,2336.0,72645.51851851853,84.41907407407408,25.73,4.407777777777778,60.15018518518519,18.37888888888889,2.7755555555555556
Martinsville city,100.0,13821,6084,10856.0,5325.0,640.0,4053.0,1962.0,210.0,43426.8,76.08200000000001,37.275999999999996,10.406,34.269999999999996,16.63,4.055
Mason County,26.82926829268293,152896,61785,137737.0,50678.0,2680.0,118662.0,41564.0,1979.0,60543.243902439026,89.7509756097561,33.1519512195122,4.373658536585365,76.58243902439024,26.855121951219513,3.211951219512195
Massac County,50.0,15429,6362,12387.0,4633.0,321.0,9474.0,3191.0,177.0,54151.5,73.955,28.845000000000002,4.895,54.9925,19.005,2.635
Matagorda County,30.0,36702,13894,30259.0,12009.0,693.0,21971.0,8597.0,449.0,59117.0,86.721,33.223,5.39,65.997,24.627,3.472
Matanuska-Susitna Borough,29.166666666666668,88995,31824,82786.0,20652.0,938.0,71009.0,17607.0,703.0,85539.25,93.68541666666665,25.782083333333333,3.8195833333333336,81.57125,22.610416666666666,3.123333333333333
Mathews County,0.0,8978,3858,8710.0,2046.0,116.0,8311.0,1909.0,114.0,74974.0,97.055,22.815,3.0149999999999997,92.61,21.28,2.965
Maui County,76.47058823529412,154834,53886,105089.0,23065.0,1531.0,62135.0,13639.0,759.0,85205.55882352941,65.25911764705882,14.704411764705881,2.863235294117647,47.16833333333333,10.523,1.7533333333333334
Maury County,47.05882352941176,80956,31663,69044.0,21190.0,931.0,52896.0,13737.0,537.0,64716.0,84.5764705882353,25.03235294117647,2.894117647058824,69.635625,17.269375,1.828125
Maverick County,88.88888888888889,54258,15563,41016.0,22451.0,579.0,19211.0,11102.0,151.0,42852.77777777778,73.47999999999999,41.42111111111111,4.341111111111111,35.129999999999995,20.83,1.055
Mayes County,22.22222222222222,41259,16008,36491.0,14424.0,597.0,30105.0,11846.0,452.0,56735.0,88.51444444444445,35.10888888888889,3.6277777777777778,73.44222222222223,29.052222222222227,2.7666666666666666
McClain County,16.666666666666664,34506,12891,32017.0,8054.0,297.0,27838.0,6913.0,251.0,70019.33333333333,93.87666666666667,27.353333333333335,2.04,83.74833333333333,24.491666666666664,1.7716666666666667
McCone County,0.0,1734,774,1161.0,357.0,0.0,1075.0,337.0,0.0,59450.0,66.93,20.56,0.0,61.98,19.43,0.0
McCook County,0.0,5618,2168,4374.0,1138.0,55.0,4252.0,1102.0,54.0,73672.0,80.635,20.54,2.795,78.745,19.979999999999997,2.735
McCormick County,0.0,10233,4027,9658.0,4383.0,247.0,8599.0,3874.0,218.0,53983.333333333336,96.67333333333333,37.88,6.283333333333334,90.54333333333334,34.93333333333333,5.796666666666667
McCracken County,82.35294117647058,65565,28227,57839.0,20837.0,1837.0,38997.0,13065.0,1123.0,58955.05882352941,89.50058823529412,36.69529411764706,8.34,63.00647058823529,25.217058823529413,5.906470588235294
McCreary County,0.0,18306,6477,17678.0,11777.0,610.0,16630.0,10982.0,532.0,33941.75,97.6825,65.8725,9.2275,93.795,62.9525,8.522499999999999
McCulloch County,33.33333333333333,8283,3338,6560.0,3009.0,196.0,4674.0,1970.0,132.0,56149.666666666664,86.91000000000001,33.39333333333334,5.043333333333333,73.76666666666667,26.78,3.926666666666667
McCurtain County,25.0,33151,12958,28772.0,14320.0,841.0,23414.0,10979.0,566.0,44260.5,89.50125,44.1725,6.79875,76.48,35.96625,4.9887500000000005
McDonald County,0.0,23083,8404,21332.0,10398.0,414.0,17771.0,8467.0,313.0,47475.0,92.80250000000001,45.3125,4.705,78.4325,37.4625,3.59
McDonough County,70.0,32612,13057,27877.0,10795.0,918.0,15537.0,5133.0,305.0,69948.22222222222,87.493,31.713,6.561,53.516,16.803,2.3259999999999996
McDowell County,11.11111111111111,67109,27014,59976.0,29490.0,2150.0,52036.0,25686.0,1909.0,42995.5,88.80333333333334,46.483333333333334,8.606666666666667,76.01388888888889,40.23111111111111,7.671666666666667
McDuffie County,0.0,21875,8289,19573.0,9116.0,696.0,15093.0,6522.0,514.0,52243.2,89.182,38.218,8.346,71.296,28.137999999999998,6.34
McHenry County,75.92592592592592,314155,111576,274969.0,46263.0,3047.0,201710.0,31740.0,1825.0,96660.98148148147,86.33574074074075,15.208148148148148,2.622037037037037,61.69444444444444,10.162222222222223,1.4685185185185186
McIntosh County,20.0,37394,15738,32264.0,13386.0,548.0,27452.0,11101.0,403.0,54032.7,84.7,35.085,3.507,71.69500000000001,28.988,2.5119999999999996
McKean County,33.33333333333333,43450,17183,35080.0,11901.0,949.0,24050.0,7365.0,414.0,57292.666666666664,78.59166666666665,27.124166666666667,5.68,53.53999999999999,16.462727272727275,2.4736363636363636
McKenzie County,0.0,6360,2410,4680.0,1681.0,39.0,4546.0,1655.0,38.0,85790.25,78.2425,28.985,2.1550000000000002,76.4975,28.6475,2.12
