,State,County,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018"
1063,KY,Logan,6.0,13.0,14.0,1.0
1064,KY,Lyon,1.0,3.0,3.0,0.0
1065,KY,Madison,8.0,46.0,65.0,1.0
1066,KY,Magoffin,1.0,7.0,8.0,0.0
1067,KY,Marion,2.0,11.0,14.0,1.0
1068,KY,Marshall,7.0,12.0,19.0,0.0
1069,KY,Martin,4.0,11.0,10.0,0.0
1070,KY,Mason,4.0,19.0,12.0,0.0
1071,KY,McCracken,11.0,36.0,72.0,1.0
1072,KY,McCreary,3.0,10.0,6.0,0.0
1073,KY,McLean,3.0,8.0,7.0,1.0
1074,KY,Meade,3.0,17.0,11.0,1.0
1075,KY,Menifee,1.0,1.0,1.0,0.0
1076,KY,Mercer,3.0,6.0,12.0,1.0
1077,KY,Metcalfe,2.0,6.0,2.0,1.0
1078,KY,Monroe,5.0,5.0,8.0,1.0
1079,KY,Montgomery,4.0,25.0,19.0,1.0
1080,KY,Morgan,3.0,3.0,5.0,0.0
1081,KY,Muhlenberg,9.0,20.0,21.0,2.0
1082,KY,Nelson,6.0,22.0,28.0,1.0
1083,KY,Nicholas,1.0,1.0,1.0,0.0
1084,KY,Ohio,3.0,21.0,13.0,1.0
1085,KY,Oldham,3.0,16.0,33.0,2.0
1086,KY,Owen,2.0,3.0,6.0,1.0
1087,KY,Owsley,0.0,4.0,1.0,1.0
1088,KY,Pendleton,2.0,3.0,5.0,1.0
1089,KY,Perry,7.0,20.0,21.0,1.0
1090,KY,Pike,21.0,29.0,50.0,1.0
1091,KY,Powell,3.0,10.0,10.0,1.0
1092,KY,Pulaski,13.0,44.0,43.0,2.0
1093,KY,Robertson,1.0,0.0,0.0,1.0
1094,KY,Rockcastle,3.0,7.0,11.0,2.0
1095,KY,Rowan,2.0,19.0,21.0,1.0
1096,KY,Russell,5.0,16.0,11.0,1.0
1097,KY,Scott,4.0,10.0,36.0,1.0
1098,KY,Shelby,5.0,14.0,25.0,2.0
1099,KY,Simpson,2.0,7.0,19.0,1.0
1100,KY,Spencer,1.0,4.0,10.0,1.0
1101,KY,Taylor,4.0,8.0,20.0,1.0
1102,KY,Todd,4.0,6.0,7.0,1.0
1103,KY,Trigg,3.0,10.0,6.0,1.0
1104,KY,Trimble,1.0,3.0,1.0,0.0
1105,KY,Union,4.0,9.0,9.0,0.0
1106,KY,Warren,19.0,49.0,97.0,4.0
1107,KY,Washington,4.0,5.0,9.0,1.0
1108,KY,Wayne,2.0,11.0,12.0,1.0
1109,KY,Webster,3.0,9.0,7.0,0.0
1110,KY,Whitley,9.0,17.0,30.0,0.0
1111,KY,Wolfe,1.0,7.0,1.0,1.0
1112,KY,Woodford,3.0,12.0,16.0,3.0
1113,LA,Acadia,19.0,41.0,32.0,0.0
1114,LA,Allen,4.0,14.0,11.0,1.0
1115,LA,Ascension,22.0,62.0,91.0,0.0
1116,LA,Assumption,4.0,12.0,7.0,0.0
1117,LA,Avoyelles,8.0,34.0,12.0,3.0
1118,LA,Beauregard,3.0,21.0,18.0,3.0
1119,LA,Bienville,2.0,12.0,7.0,0.0
1120,LA,Bossier,17.0,50.0,110.0,4.0
1121,LA,Caddo,31.0,136.0,203.0,2.0
1122,LA,Calcasieu,31.0,149.0,157.0,3.0
1123,LA,Caldwell,3.0,4.0,6.0,0.0
1124,LA,Cameron,3.0,6.0,1.0,0.0
1125,LA,Catahoula,1.0,6.0,3.0,0.0
1126,LA,Claiborne,3.0,11.0,7.0,0.0
1127,LA,Concordia,4.0,20.0,15.0,0.0
1128,LA,De Soto,2.0,11.0,10.0,1.0
1129,LA,East Baton Rouge,119.0,252.0,411.0,8.0
1130,LA,East Carroll,3.0,3.0,2.0,1.0
1131,LA,East Feliciana,1.0,15.0,9.0,0.0
1132,LA,Evangeline,13.0,18.0,11.0,1.0
1133,LA,Franklin,2.0,19.0,12.0,0.0
1134,LA,Grant,2.0,11.0,1.0,0.0
1135,LA,Iberia,21.0,43.0,42.0,3.0
1136,LA,Iberville,7.0,24.0,16.0,0.0
1137,LA,Jackson,1.0,13.0,9.0,0.0
1138,LA,Jefferson,95.0,185.0,391.0,3.0
1139,LA,Jefferson Davis,7.0,25.0,20.0,3.0
1140,LA,La Salle,2.0,13.0,11.0,1.0
1141,LA,Lafayette,53.0,128.0,228.0,6.0
1142,LA,Lafourche,12.0,51.0,52.0,3.0
1143,LA,Lincoln,4.0,26.0,37.0,1.0
1144,LA,Livingston,16.0,78.0,75.0,1.0
1145,LA,Madison,2.0,6.0,6.0,0.0
1146,LA,Morehouse,3.0,14.0,13.0,0.0
1147,LA,Natchitoches,7.0,27.0,19.0,1.0
1148,LA,Orleans,137.0,133.0,324.0,9.0
1149,LA,Ouachita,21.0,101.0,118.0,2.0
1150,LA,Plaquemines,4.0,16.0,11.0,0.0
1151,LA,Pointe Coupee,6.0,20.0,10.0,0.0
1152,LA,Rapides,14.0,103.0,99.0,2.0
1153,LA,Red River,0.0,3.0,5.0,0.0
1154,LA,Richland,2.0,18.0,8.0,0.0
1155,LA,Sabine,5.0,15.0,10.0,1.0
1156,LA,St. Bernard,13.0,27.0,33.0,1.0
1157,LA,St. Charles,13.0,26.0,32.0,2.0
1158,LA,St. Helena,4.0,9.0,1.0,0.0
1159,LA,St. James,6.0,15.0,11.0,0.0
1160,LA,St. John the Baptist,8.0,21.0,33.0,1.0
1161,LA,St. Landry,31.0,56.0,43.0,1.0
1162,LA,St. Martin,14.0,31.0,25.0,2.0
1163,LA,St. Mary,12.0,36.0,37.0,1.0
1164,LA,St. Tammany,38.0,110.0,190.0,5.0
1165,LA,Tangipahoa,20.0,88.0,81.0,1.0
1166,LA,Tensas,1.0,8.0,1.0,0.0
1167,LA,Terrebonne,18.0,65.0,84.0,2.0
1168,LA,Union,3.0,15.0,8.0,1.0
1169,LA,Vermilion,13.0,28.0,20.0,1.0
1170,LA,Vernon,1.0,33.0,26.0,2.0
1171,LA,Washington,12.0,30.0,28.0,0.0
1172,LA,Webster,6.0,33.0,30.0,0.0
1173,LA,West Baton Rouge,6.0,22.0,21.0,0.0
1174,LA,West Carroll,5.0,7.0,8.0,0.0
1175,LA,West Feliciana,2.0,8.0,4.0,1.0
1176,LA,Winn,3.0,5.0,7.0,1.0
1177,MA,Barnstable,76.0,135.0,218.0,19.0
1178,MA,Berkshire,35.0,68.0,113.0,19.0
1179,MA,Bristol,92.0,308.0,386.0,24.0
1180,MA,Dukes,12.0,8.0,23.0,3.0
1181,MA,Essex,185.0,300.0,572.0,24.0
1182,MA,Franklin,18.0,31.0,33.0,11.0
1183,MA,Hampden,104.0,245.0,287.0,19.0
1184,MA,Hampshire,34.0,53.0,97.0,13.0
1185,MA,Middlesex,270.0,606.0,1263.0,60.0
1186,MA,Nantucket,4.0,5.0,18.0,2.0
1187,MA,Norfolk,120.0,280.0,465.0,23.0
1188,MA,Plymouth,86.0,251.0,300.0,18.0
1189,MA,Suffolk,216.0,388.0,756.0,30.0
1190,MA,Worcester,131.0,377.0,593.0,60.0
1191,MD,Allegany,13.0,29.0,63.0,3.0
1192,MD,Anne Arundel,94.0,200.0,492.0,15.0
1193,MD,Baltimore,147.0,274.0,743.0,17.0
1194,MD,Calvert,14.0,25.0,59.0,4.0
1195,MD,Caroline,4.0,21.0,15.0,2.0
1196,MD,Carroll,24.0,54.0,128.0,5.0
1197,MD,Cecil,16.0,43.0,61.0,2.0
1198,MD,Charles,21.0,35.0,122.0,4.0
1199,MD,Dorchester,6.0,18.0,18.0,1.0
1200,MD,Frederick,35.0,66.0,190.0,15.0
1201,MD,Garrett,7.0,19.0,26.0,1.0
1202,MD,Harford,30.0,85.0,176.0,3.0
1203,MD,Howard,41.0,81.0,271.0,6.0
1204,MD,Kent,8.0,10.0,11.0,1.0
1205,MD,Montgomery,201.0,222.0,811.0,20.0
1206,MD,Prince George's,160.0,318.0,779.0,22.0
1207,MD,Queen Anne's,5.0,24.0,37.0,3.0
1208,MD,Somerset,4.0,9.0,10.0,3.0
1209,MD,St. Mary's,17.0,34.0,76.0,4.0
1210,MD,Talbot,13.0,19.0,38.0,0.0
1211,MD,Washington,26.0,52.0,113.0,4.0
1212,MD,Wicomico,10.0,52.0,86.0,3.0
1213,MD,Worcester,12.0,35.0,81.0,3.0
1214,ME,Androscoggin,24.0,64.0,77.0,6.0
1215,ME,Aroostook,31.0,60.0,42.0,3.0
1216,ME,Cumberland,75.0,146.0,254.0,17.0
1217,ME,Franklin,14.0,28.0,20.0,5.0
1218,ME,Hancock,30.0,28.0,47.0,10.0
1219,ME,Kennebec,27.0,77.0,87.0,8.0
1220,ME,Knox,17.0,31.0,33.0,4.0
1221,ME,Lincoln,9.0,31.0,26.0,1.0
1222,ME,Oxford,14.0,49.0,26.0,6.0
1223,ME,Penobscot,30.0,113.0,85.0,7.0
1224,ME,Piscataquis,7.0,14.0,8.0,1.0
1225,ME,Sagadahoc,7.0,20.0,22.0,2.0
1226,ME,Somerset,10.0,54.0,26.0,4.0
1227,ME,Waldo,12.0,29.0,21.0,8.0
1228,ME,Washington,16.0,29.0,19.0,5.0
1229,ME,York,43.0,111.0,162.0,11.0
1230,MI,Alcona,3.0,6.0,6.0,3.0
1231,MI,Alger,6.0,8.0,6.0,1.0
1232,MI,Allegan,15.0,53.0,54.0,5.0
1233,MI,Alpena,9.0,20.0,17.0,2.0
1234,MI,Antrim,5.0,13.0,15.0,5.0
1235,MI,Arenac,4.0,12.0,12.0,2.0
1236,MI,Baraga,4.0,6.0,6.0,1.0
1237,MI,Barry,11.0,27.0,23.0,2.0
1238,MI,Bay,17.0,60.0,85.0,3.0
1239,MI,Benzie,7.0,11.0,13.0,5.0
1240,MI,Berrien,33.0,68.0,108.0,6.0
1241,MI,Branch,3.0,19.0,25.0,0.0
1242,MI,Calhoun,24.0,68.0,97.0,8.0
1243,MI,Cass,10.0,24.0,16.0,1.0
1244,MI,Charlevoix,8.0,17.0,16.0,3.0
1245,MI,Cheboygan,6.0,19.0,13.0,2.0
1246,MI,Chippewa,13.0,21.0,23.0,2.0
1247,MI,Clare,10.0,26.0,18.0,3.0
1248,MI,Clinton,5.0,25.0,37.0,5.0
1249,MI,Crawford,2.0,10.0,9.0,2.0
1250,MI,Delta,11.0,21.0,30.0,2.0
1251,MI,Dickinson,6.0,13.0,20.0,1.0
1252,MI,Eaton,11.0,43.0,72.0,5.0
1253,MI,Emmet,15.0,24.0,31.0,4.0
1254,MI,Genesee,81.0,171.0,317.0,6.0
1255,MI,Gladwin,5.0,20.0,8.0,1.0
1256,MI,Gogebic,3.0,5.0,7.0,0.0
1257,MI,Grand Traverse,21.0,35.0,81.0,7.0
1258,MI,Gratiot,5.0,26.0,23.0,3.0
1259,MI,Hillsdale,2.0,24.0,20.0,1.0
1260,MI,Houghton,8.0,13.0,23.0,4.0
1261,MI,Huron,8.0,28.0,29.0,1.0
1262,MI,Ingham,50.0,117.0,240.0,12.0
1263,MI,Ionia,10.0,31.0,30.0,3.0
1264,MI,Iosco,7.0,21.0,18.0,4.0
1265,MI,Iron,3.0,7.0,8.0,1.0
1266,MI,Isabella,10.0,37.0,37.0,2.0
1267,MI,Jackson,18.0,71.0,91.0,3.0
1268,MI,Kalamazoo,44.0,76.0,218.0,10.0
1269,MI,Kalkaska,6.0,12.0,9.0,2.0
1270,MI,Kent,94.0,178.0,439.0,20.0
1271,MI,Keweenaw,2.0,1.0,0.0,0.0
1272,MI,Lake,2.0,11.0,3.0,0.0
1273,MI,Lapeer,10.0,39.0,41.0,5.0
1274,MI,Leelanau,9.0,9.0,11.0,6.0
1275,MI,Lenawee,14.0,39.0,54.0,4.0
1276,MI,Livingston,18.0,60.0,110.0,6.0
1277,MI,Luce,4.0,8.0,3.0,1.0
1278,MI,Mackinac,7.0,12.0,15.0,2.0
1279,MI,Macomb,125.0,302.0,577.0,8.0
1280,MI,Manistee,10.0,17.0,9.0,1.0
1281,MI,Marquette,14.0,31.0,45.0,4.0
1282,MI,Mason,6.0,18.0,20.0,2.0
1283,MI,Mecosta,8.0,25.0,19.0,2.0
1284,MI,Menominee,7.0,8.0,10.0,6.0
1285,MI,Midland,16.0,34.0,56.0,2.0
1286,MI,Missaukee,2.0,6.0,5.0,0.0
1287,MI,Monroe,22.0,48.0,91.0,5.0
1288,MI,Montcalm,10.0,38.0,24.0,5.0
1289,MI,Montmorency,3.0,6.0,3.0,1.0
1290,MI,Muskegon,22.0,74.0,130.0,5.0
1291,MI,Newaygo,9.0,25.0,26.0,2.0
1292,MI,Oakland,231.0,407.0,1028.0,28.0
1293,MI,Oceana,7.0,18.0,11.0,1.0
1294,MI,Ogemaw,4.0,17.0,17.0,2.0
1295,MI,Ontonagon,3.0,4.0,0.0,1.0
1296,MI,Osceola,5.0,12.0,8.0,3.0
1297,MI,Oscoda,3.0,7.0,6.0,0.0
1298,MI,Otsego,7.0,23.0,20.0,1.0
1299,MI,Ottawa,31.0,68.0,164.0,9.0
1300,MI,Presque Isle,7.0,12.0,5.0,2.0
1301,MI,Roscommon,4.0,19.0,18.0,1.0
1302,MI,Saginaw,39.0,77.0,150.0,7.0
1303,MI,Sanilac,9.0,31.0,16.0,1.0
1304,MI,Schoolcraft,3.0,9.0,8.0,1.0
1305,MI,Shiawassee,9.0,27.0,42.0,8.0
1306,MI,St. Clair,24.0,54.0,82.0,3.0
1307,MI,St. Joseph,11.0,29.0,34.0,2.0
1308,MI,Tuscola,8.0,29.0,14.0,2.0
1309,MI,Van Buren,20.0,56.0,44.0,5.0
1310,MI,Washtenaw,63.0,104.0,288.0,14.0
1311,MI,Wayne,405.0,859.0,1253.0,29.0
1312,MI,Wexford,7.0,25.0,22.0,1.0
1313,MN,Aitkin,4.0,17.0,9.0,0.0
1314,MN,Anoka,36.0,113.0,216.0,6.0
1315,MN,Becker,3.0,22.0,15.0,2.0
1316,MN,Beltrami,6.0,21.0,24.0,2.0
1317,MN,Benton,5.0,19.0,18.0,0.0
1318,MN,Big Stone,3.0,3.0,3.0,0.0
1319,MN,Blue Earth,7.0,21.0,54.0,1.0
1320,MN,Brown,7.0,11.0,20.0,0.0
1321,MN,Carlton,4.0,19.0,14.0,2.0
1322,MN,Carver,12.0,28.0,54.0,1.0
1323,MN,Cass,9.0,18.0,8.0,4.0
1324,MN,Chippewa,4.0,4.0,7.0,1.0
1325,MN,Chisago,7.0,27.0,27.0,6.0
1326,MN,Clay,7.0,20.0,36.0,3.0
1327,MN,Clearwater,3.0,3.0,2.0,1.0
1328,MN,Cook,4.0,6.0,5.0,1.0
1329,MN,Cottonwood,4.0,7.0,5.0,0.0
1330,MN,Crow Wing,16.0,35.0,39.0,2.0
1331,MN,Dakota,50.0,110.0,266.0,8.0
1332,MN,Dodge,2.0,6.0,6.0,1.0
1333,MN,Douglas,8.0,27.0,24.0,2.0
1334,MN,Faribault,6.0,6.0,8.0,0.0
1335,MN,Fillmore,4.0,12.0,13.0,2.0
1336,MN,Freeborn,5.0,15.0,22.0,1.0
1337,MN,Goodhue,12.0,18.0,30.0,1.0
1338,MN,Grant,4.0,6.0,1.0,0.0
1339,MN,Hennepin,232.0,327.0,991.0,43.0
1340,MN,Houston,4.0,10.0,3.0,1.0
1341,MN,Hubbard,4.0,14.0,8.0,2.0
1342,MN,Isanti,6.0,13.0,17.0,2.0
1343,MN,Itasca,11.0,38.0,16.0,1.0
1344,MN,Jackson,2.0,8.0,4.0,0.0
1345,MN,Kanabec,1.0,8.0,4.0,1.0
1346,MN,Kandiyohi,9.0,22.0,31.0,3.0
1347,MN,Kittson,4.0,3.0,1.0,0.0
1348,MN,Koochiching,5.0,12.0,8.0,0.0
1349,MN,Lac qui Parle,2.0,3.0,2.0,2.0
1350,MN,Lake,2.0,7.0,7.0,0.0
1351,MN,Lake of the Woods,2.0,3.0,2.0,1.0
1352,MN,Le Sueur,4.0,14.0,5.0,1.0
1353,MN,Lincoln,5.0,7.0,0.0,2.0
1354,MN,Lyon,7.0,10.0,26.0,1.0
1355,MN,Mahnomen,2.0,3.0,3.0,1.0
1356,MN,Marshall,5.0,3.0,2.0,2.0
1357,MN,Martin,3.0,12.0,15.0,0.0
1358,MN,McLeod,5.0,21.0,25.0,3.0
1359,MN,Meeker,4.0,16.0,10.0,1.0
1360,MN,Mille Lacs,6.0,19.0,13.0,2.0
1361,MN,Morrison,7.0,22.0,22.0,2.0
1362,MN,Mower,9.0,19.0,21.0,2.0
1363,MN,Murray,3.0,8.0,2.0,1.0
1364,MN,Nicollet,2.0,9.0,18.0,1.0
1365,MN,Nobles,8.0,9.0,9.0,0.0
1366,MN,Norman,2.0,0.0,1.0,0.0
1367,MN,Olmsted,26.0,39.0,106.0,4.0
1368,MN,Otter Tail,13.0,39.0,31.0,0.0
1369,MN,Pennington,2.0,5.0,5.0,1.0
1370,MN,Pine,4.0,24.0,14.0,1.0
1371,MN,Pipestone,3.0,9.0,8.0,0.0
1372,MN,Polk,7.0,15.0,18.0,4.0
1373,MN,Pope,2.0,6.0,5.0,2.0
1374,MN,Ramsey,102.0,160.0,386.0,13.0
1375,MN,Red Lake,3.0,3.0,2.0,0.0
1376,MN,Redwood,5.0,6.0,10.0,0.0
1377,MN,Renville,7.0,7.0,4.0,0.0
1378,MN,Rice,9.0,21.0,33.0,3.0
1379,MN,Rock,1.0,5.0,6.0,1.0
1380,MN,Roseau,5.0,11.0,8.0,1.0
1381,MN,Scott,13.0,29.0,73.0,1.0
1382,MN,Sherburne,7.0,29.0,45.0,1.0
1383,MN,Sibley,3.0,8.0,3.0,2.0
1384,MN,St. Louis,32.0,105.0,121.0,12.0
1385,MN,Stearns,31.0,60.0,109.0,6.0
1386,MN,Steele,8.0,13.0,26.0,2.0
1387,MN,Stevens,3.0,5.0,5.0,1.0
1388,MN,Swift,3.0,7.0,7.0,1.0
1389,MN,Todd,7.0,14.0,6.0,1.0
1390,MN,Traverse,2.0,1.0,1.0,0.0
1391,MN,Wabasha,3.0,10.0,11.0,1.0
1392,MN,Wadena,5.0,9.0,11.0,1.0
1393,MN,Waseca,3.0,7.0,11.0,0.0
1394,MN,Washington,26.0,53.0,137.0,6.0
1395,MN,Watonwan,4.0,6.0,6.0,2.0
1396,MN,Wilkin,0.0,2.0,1.0,0.0
1397,MN,Winona,4.0,20.0,33.0,2.0
1398,MN,Wright,12.0,42.0,70.0,4.0
1399,MN,Yellow Medicine,3.0,7.0,6.0,1.0
1400,MO,Adair,3.0,13.0,22.0,1.0
1401,MO,Andrew,4.0,7.0,2.0,0.0
1402,MO,Atchison,2.0,5.0,2.0,0.0
1403,MO,Audrain,3.0,15.0,13.0,1.0
1404,MO,Barry,13.0,19.0,15.0,2.0
1405,MO,Barton,1.0,8.0,6.0,1.0
1406,MO,Bates,5.0,10.0,11.0,0.0
1407,MO,Benton,3.0,14.0,5.0,1.0
1408,MO,Bollinger,3.0,10.0,1.0,1.0
1409,MO,Boone,32.0,64.0,148.0,10.0
1410,MO,Buchanan,10.0,39.0,75.0,2.0
1411,MO,Butler,7.0,28.0,34.0,4.0
1412,MO,Caldwell,4.0,5.0,2.0,1.0
1413,MO,Callaway,4.0,26.0,21.0,3.0
1414,MO,Camden,9.0,31.0,22.0,4.0
1415,MO,Cape Girardeau,10.0,43.0,65.0,5.0
1416,MO,Carroll,1.0,8.0,5.0,2.0
1417,MO,Carter,4.0,3.0,3.0,0.0
1418,MO,Cass,10.0,37.0,62.0,6.0
1419,MO,Cedar,3.0,7.0,10.0,2.0
1420,MO,Chariton,3.0,6.0,1.0,0.0
1421,MO,Christian,11.0,31.0,45.0,5.0
1422,MO,Clark,3.0,5.0,2.0,1.0
1423,MO,Clay,31.0,67.0,166.0,7.0
1424,MO,Clinton,2.0,9.0,7.0,1.0
1425,MO,Cole,11.0,36.0,65.0,5.0
1426,MO,Cooper,1.0,10.0,13.0,1.0
1427,MO,Crawford,3.0,10.0,9.0,3.0
1428,MO,Dade,2.0,7.0,4.0,0.0
1429,MO,Dallas,2.0,8.0,9.0,2.0
1430,MO,Daviess,3.0,4.0,1.0,0.0
1431,MO,DeKalb,1.0,6.0,4.0,0.0
1432,MO,Dent,4.0,6.0,7.0,1.0
1433,MO,Douglas,2.0,6.0,4.0,1.0
1434,MO,Dunklin,14.0,21.0,15.0,1.0
1435,MO,Franklin,20.0,50.0,63.0,7.0
1436,MO,Gasconade,4.0,9.0,9.0,3.0
1437,MO,Gentry,3.0,4.0,2.0,0.0
1438,MO,Greene,41.0,114.0,260.0,8.0
1439,MO,Grundy,4.0,4.0,3.0,1.0
1440,MO,Harrison,2.0,8.0,4.0,1.0
1441,MO,Henry,5.0,20.0,16.0,3.0
1442,MO,Hickory,2.0,7.0,1.0,1.0
1443,MO,Holt,2.0,7.0,2.0,0.0
1444,MO,Howard,2.0,3.0,4.0,1.0
1445,MO,Howell,10.0,23.0,27.0,5.0
1446,MO,Iron,5.0,8.0,1.0,1.0
1447,MO,Jackson,107.0,264.0,492.0,18.0
1448,MO,Jasper,11.0,63.0,95.0,3.0
1449,MO,Jefferson,23.0,86.0,131.0,5.0
1450,MO,Johnson,5.0,23.0,31.0,4.0
1451,MO,Knox,1.0,2.0,0.0,0.0
1452,MO,Laclede,4.0,23.0,23.0,2.0
1453,MO,Lafayette,7.0,19.0,18.0,6.0
1454,MO,Lawrence,6.0,21.0,21.0,6.0
1455,MO,Lewis,2.0,8.0,3.0,0.0
1456,MO,Lincoln,6.0,24.0,17.0,2.0
1457,MO,Linn,3.0,9.0,7.0,2.0
1458,MO,Livingston,3.0,6.0,4.0,1.0
1459,MO,Macon,4.0,9.0,7.0,1.0
1460,MO,Madison,2.0,8.0,8.0,2.0
1461,MO,Maries,3.0,6.0,2.0,0.0
1462,MO,Marion,6.0,26.0,23.0,1.0
1463,MO,McDonald,8.0,12.0,10.0,3.0
1464,MO,Mercer,1.0,4.0,0.0,1.0
1465,MO,Miller,8.0,18.0,13.0,2.0
1466,MO,Mississippi,5.0,7.0,6.0,1.0
1467,MO,Moniteau,3.0,8.0,6.0,0.0
1468,MO,Monroe,2.0,8.0,3.0,2.0
1469,MO,Montgomery,3.0,6.0,5.0,1.0
1470,MO,Morgan,9.0,14.0,9.0,2.0
1471,MO,New Madrid,6.0,11.0,11.0,0.0
1472,MO,Newton,6.0,31.0,26.0,2.0
1473,MO,Nodaway,1.0,8.0,12.0,1.0
1474,MO,Oregon,3.0,10.0,5.0,1.0
1475,MO,Osage,5.0,6.0,4.0,1.0
1476,MO,Ozark,2.0,5.0,1.0,1.0
1477,MO,Pemiscot,5.0,13.0,7.0,0.0
1478,MO,Perry,3.0,14.0,11.0,0.0
1479,MO,Pettis,7.0,22.0,28.0,1.0
1480,MO,Phelps,8.0,22.0,34.0,3.0
1481,MO,Pike,2.0,10.0,9.0,3.0
1482,MO,Platte,10.0,24.0,63.0,3.0
1483,MO,Polk,2.0,11.0,14.0,1.0
1484,MO,Pulaski,5.0,23.0,22.0,3.0
1485,MO,Putnam,2.0,3.0,1.0,1.0
1486,MO,Ralls,2.0,8.0,0.0,0.0
1487,MO,Randolph,4.0,10.0,13.0,3.0
1488,MO,Ray,0.0,12.0,8.0,1.0
1489,MO,Reynolds,2.0,9.0,1.0,0.0
1490,MO,Ripley,3.0,10.0,8.0,1.0
1491,MO,Saline,4.0,19.0,13.0,1.0
1492,MO,Schuyler,1.0,3.0,0.0,1.0
1493,MO,Scotland,3.0,2.0,1.0,2.0
1494,MO,Scott,10.0,21.0,22.0,1.0
1495,MO,Shannon,3.0,6.0,1.0,2.0
1496,MO,Shelby,3.0,5.0,1.0,1.0
1497,MO,St. Charles,44.0,109.0,286.0,5.0
1498,MO,St. Clair,3.0,9.0,1.0,0.0
1499,MO,St. Francois,14.0,30.0,48.0,1.0
1500,MO,St. Louis,181.0,316.0,837.0,16.0
1501,MO,Ste. Genevieve,2.0,9.0,6.0,2.0
1502,MO,Stoddard,7.0,18.0,16.0,1.0
1503,MO,Stone,5.0,21.0,15.0,3.0
1504,MO,Sullivan,4.0,6.0,2.0,0.0
1505,MO,Taney,10.0,37.0,61.0,4.0
1506,MO,Texas,5.0,10.0,10.0,2.0
1507,MO,Vernon,1.0,13.0,11.0,1.0
1508,MO,Warren,6.0,9.0,15.0,4.0
1509,MO,Washington,1.0,17.0,8.0,0.0
1510,MO,Wayne,3.0,8.0,5.0,0.0
1511,MO,Webster,4.0,17.0,21.0,1.0
1512,MO,Worth,1.0,2.0,1.0,1.0
1513,MO,Wright,5.0,13.0,9.0,2.0
1514,MS,Adams,5.0,11.0,31.0,0.0
1515,MS,Alcorn,7.0,23.0,24.0,2.0
1516,MS,Amite,1.0,7.0,3.0,0.0
1517,MS,Attala,2.0,8.0,9.0,1.0
1518,MS,Benton,1.0,7.0,0.0,0.0
1519,MS,Bolivar,7.0,29.0,21.0,2.0
1520,MS,Calhoun,5.0,13.0,4.0,1.0
1521,MS,Carroll,0.0,4.0,0.0,1.0
1522,MS,Chickasaw,3.0,17.0,6.0,0.0
1523,MS,Choctaw,4.0,3.0,4.0,2.0
1524,MS,Claiborne,3.0,3.0,6.0,0.0
1525,MS,Clarke,3.0,11.0,5.0,0.0
1526,MS,Clay,3.0,28.0,10.0,1.0
1527,MS,Coahoma,7.0,20.0,15.0,2.0
1528,MS,Copiah,5.0,27.0,17.0,2.0
1529,MS,Covington,4.0,9.0,11.0,0.0
1530,MS,DeSoto,20.0,75.0,140.0,3.0
1531,MS,Forrest,12.0,73.0,77.0,5.0
1532,MS,Franklin,1.0,9.0,4.0,0.0
1533,MS,George,2.0,17.0,12.0,0.0
1534,MS,Greene,3.0,9.0,3.0,0.0
1535,MS,Grenada,2.0,21.0,22.0,3.0
1536,MS,Hancock,3.0,30.0,29.0,0.0
1537,MS,Harrison,20.0,95.0,170.0,7.0
1538,MS,Hinds,27.0,153.0,234.0,5.0
1539,MS,Holmes,5.0,15.0,7.0,0.0
1540,MS,Humphreys,2.0,10.0,3.0,0.0
1541,MS,Issaquena,0.0,0.0,0.0,0.0
1542,MS,Itawamba,6.0,12.0,14.0,2.0
1543,MS,Jackson,16.0,76.0,95.0,3.0
1544,MS,Jasper,3.0,12.0,3.0,0.0
1545,MS,Jefferson,1.0,5.0,0.0,0.0
1546,MS,Jefferson Davis,2.0,11.0,5.0,0.0
1547,MS,Jones,9.0,47.0,55.0,1.0
1548,MS,Kemper,1.0,4.0,2.0,0.0
1549,MS,Lafayette,4.0,28.0,51.0,3.0
1550,MS,Lamar,7.0,33.0,60.0,1.0
1551,MS,Lauderdale,8.0,68.0,69.0,1.0
1552,MS,Lawrence,4.0,9.0,5.0,0.0
1553,MS,Leake,2.0,19.0,11.0,0.0
1554,MS,Lee,16.0,70.0,76.0,1.0
1555,MS,Leflore,9.0,33.0,20.0,0.0
1556,MS,Lincoln,4.0,33.0,28.0,1.0
1557,MS,Lowndes,7.0,53.0,47.0,1.0
1558,MS,Madison,16.0,55.0,111.0,3.0
1559,MS,Marion,4.0,20.0,17.0,1.0
1560,MS,Marshall,2.0,33.0,14.0,1.0
1561,MS,Monroe,6.0,17.0,20.0,1.0
1562,MS,Montgomery,2.0,7.0,6.0,0.0
1563,MS,Neshoba,3.0,17.0,19.0,1.0
1564,MS,Newton,4.0,15.0,16.0,0.0
1565,MS,Noxubee,3.0,9.0,6.0,1.0
1566,MS,Oktibbeha,5.0,33.0,39.0,2.0
1567,MS,Panola,3.0,37.0,23.0,1.0
1568,MS,Pearl River,8.0,31.0,35.0,1.0
1569,MS,Perry,2.0,6.0,2.0,0.0
1570,MS,Pike,7.0,40.0,36.0,2.0
1571,MS,Pontotoc,7.0,20.0,16.0,0.0
1572,MS,Prentiss,7.0,12.0,16.0,1.0
1573,MS,Quitman,2.0,8.0,5.0,1.0
