,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
19007,2015,CA,California,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.6,16.3,21.1,975.0,,,,,,,Hispanic,"(37.638640123, -120.999999538)",OWS,OWS1,Q038,VALUE,6,Race/Ethnicity,Hispanic,RACE,RACEHIS
19102,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.9,10.1,21.4,1148.0,,,,,12th,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Grade,12th,GRADE,GRADE12
19301,2015,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,13.2,16.3,1876.0,,,,,11th,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Grade,11th,GRADE,GRADE11
19326,2015,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.4,14.8,18.2,4661.0,,,,,,,Hispanic,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
19356,2015,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,21.3,18.6,24.4,1277.0,,,,Male,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Gender,Male,GEN,MALE
19427,2015,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.6,15.5,22.1,937.0,,,,,9th,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Grade,9th,GRADE,GRADE09
19481,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,11.1,12.0,50741.0,Total,,,,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Total,Total,OVR,OVERALL
19501,2015,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.1,10.0,14.6,1174.0,,,,,12th,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Grade,12th,GRADE,GRADE12
19607,2015,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,10.7,14.3,1863.0,,,,,,,Hispanic,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Race/Ethnicity,Hispanic,RACE,RACEHIS
19612,2015,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.7,8.0,11.8,1551.0,,,,,,,Non-Hispanic White,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
19725,2015,PA,Pennsylvania,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.3,9.6,15.6,732.0,,,,,9th,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q038,VALUE,42,Grade,9th,GRADE,GRADE09
19773,2015,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.6,10.9,14.6,3058.0,Total,,,,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Total,Total,OVR,OVERALL
19788,2015,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.3,8.8,14.4,723.0,,,,,10th,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Grade,10th,GRADE,GRADE10
19883,2015,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.9,11.2,22.1,264.0,,,,,,,American Indian/Alaska Native,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
19899,2015,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.6,9.6,21.4,108.0,,,,,,,2 or more races,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
20138,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,10.9,21.7,286.0,,,,,,,Non-Hispanic Black,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
20240,2015,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,23.4,20.3,26.8,760.0,,,,Male,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Gender,Male,GEN,MALE
20247,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.4,13.6,15.2,11367.0,,,,,,,Non-Hispanic Black,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
20270,2015,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,9.2,17.6,690.0,,,,,10th,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Grade,10th,GRADE,GRADE10
20396,2015,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.4,6.0,14.5,328.0,,,,,12th,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Grade,12th,GRADE,GRADE12
20410,2015,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,9.9,13.3,1256.0,,,,,,,Hispanic,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Race/Ethnicity,Hispanic,RACE,RACEHIS
20545,2015,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,11.5,18.6,934.0,,,,,12th,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Grade,12th,GRADE,GRADE12
20585,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.3,12.6,16.2,4637.0,Total,,,,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Total,Total,OVR,OVERALL
20626,2015,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.0,12.1,18.4,487.0,,,,,,,2 or more races,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
20634,2015,GU,Guam,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,24.2,19.1,30.1,386.0,,,,,10th,,,"(13.444304, 144.793731)",OWS,OWS1,Q038,VALUE,66,Grade,10th,GRADE,GRADE10
20663,2015,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.0,9.5,17.5,409.0,,,,,10th,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Grade,10th,GRADE,GRADE10
20670,2015,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.2,14.7,17.8,2116.0,,,,,9th,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Grade,9th,GRADE,GRADE09
20763,2015,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.2,4.0,9.6,451.0,,,,,,,Non-Hispanic White,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
20983,2015,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.1,7.6,11.0,4321.0,,,,Female,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Gender,Female,GEN,FEMALE
21048,2015,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.1,15.9,20.6,1193.0,,,,Male,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Gender,Male,GEN,MALE
21114,2015,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.6,16.7,20.7,3923.0,Total,,,,,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Total,Total,OVR,OVERALL
21187,2015,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,21.3,14.4,30.5,162.0,,,,,,,2 or more races,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
21218,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.5,3.0,13.2,165.0,,,,,,,Asian,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,Asian,RACE,RACEASN
21270,2015,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,9.8,16.4,2361.0,,,,,11th,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Grade,11th,GRADE,GRADE11
21271,2015,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.8,8.3,13.9,441.0,,,,,9th,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Grade,9th,GRADE,GRADE09
21550,2015,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.3,12.7,23.1,312.0,,,,,,,Hispanic,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Race/Ethnicity,Hispanic,RACE,RACEHIS
21636,2015,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.7,8.3,16.2,1008.0,,,,,10th,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Grade,10th,GRADE,GRADE10
21700,2015,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.0,14.9,23.9,307.0,,,,,12th,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Grade,12th,GRADE,GRADE12
21825,2015,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.9,14.5,21.9,297.0,,,,,12th,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Grade,12th,GRADE,GRADE12
21936,2015,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.0,9.6,15.0,1814.0,,,,,,,Non-Hispanic White,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
21951,2015,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.0,11.3,14.9,4109.0,Total,,,,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Total,Total,OVR,OVERALL
21976,2015,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.5,13.5,22.4,688.0,,,,,,,2 or more races,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
22072,2015,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.2,10.4,24.5,124.0,,,,,,,Hispanic,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Race/Ethnicity,Hispanic,RACE,RACEHIS
22177,2015,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,14.1,17.5,2421.0,Total,,,,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Total,Total,OVR,OVERALL
22249,2015,CA,California,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.9,11.4,16.9,1793.0,Total,,,,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q038,VALUE,6,Total,Total,OVR,OVERALL
22446,2015,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,14.7,17.0,5009.0,,,,,,,Hispanic,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Race/Ethnicity,Hispanic,RACE,RACEHIS
22545,2015,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.2,5.3,7.4,2468.0,,,,,,,Asian,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Asian,RACE,RACEASN
22849,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,11.7,12.7,15594.0,,,,,,,Non-Hispanic White,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
23009,2015,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.2,13.0,17.6,3642.0,,,,,10th,,,,OWS,OWS1,Q038,VALUE,59,Grade,10th,GRADE,GRADE10
23035,2015,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.9,6.0,15.7,254.0,,,,,12th,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Grade,12th,GRADE,GRADE12
23111,2015,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,14.4,17.3,2765.0,,,,Male,,,,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Gender,Male,GEN,MALE
23135,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.1,12.2,23.4,1311.0,,,,,,,Non-Hispanic Black,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
23279,2015,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.8,14.2,19.6,1484.0,,,,,,,Non-Hispanic Black,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
23329,2015,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,5.9,2.8,12.3,142.0,,,,,,,Asian,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Race/Ethnicity,Asian,RACE,RACEASN
23331,2015,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.3,14.6,20.5,1250.0,,,,,,,Non-Hispanic White,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
23334,2015,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.6,13.7,19.8,489.0,,,,,11th,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Grade,11th,GRADE,GRADE11
23397,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,10.0,15.2,2224.0,,,,,,,Non-Hispanic White,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
23501,2015,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.7,7.3,12.8,968.0,,,,Female,,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Gender,Female,GEN,FEMALE
23507,2015,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.3,9.7,13.3,1198.0,,,,,11th,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Grade,11th,GRADE,GRADE11
23515,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.6,12.8,21.2,313.0,,,,,,,American Indian/Alaska Native,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
23583,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.1,10.1,16.9,371.0,,,,,,,Non-Hispanic Black,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
23703,2015,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.5,11.7,17.9,842.0,,,,Male,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Gender,Male,GEN,MALE
23743,2015,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.6,15.2,25.0,566.0,,,,,,,Non-Hispanic Black,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
23746,2015,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.3,11.1,15.9,1228.0,,,,Female,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Gender,Female,GEN,FEMALE
23783,2015,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,5.5,3.9,7.7,541.0,,,,,,,Asian,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,Asian,RACE,RACEASN
23787,2015,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.6,10.3,13.0,4043.0,,,,Female,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Gender,Female,GEN,FEMALE
23903,2015,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.0,12.5,15.7,2080.0,Total,,,,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Total,Total,OVR,OVERALL
23954,2015,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,8.7,17.7,173.0,,,,,,,Non-Hispanic Black,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
24014,2015,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.9,10.1,14.0,1407.0,,,,,,,Asian,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Asian,RACE,RACEASN
24134,2015,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.0,11.1,15.2,1629.0,Total,,,,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Total,Total,OVR,OVERALL
24285,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.7,13.9,19.9,1467.0,,,,,9th,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Grade,9th,GRADE,GRADE09
24488,2015,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.7,10.9,22.2,319.0,,,,,11th,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Grade,11th,GRADE,GRADE11
24509,2015,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,23.5,19.8,27.6,781.0,,,,,,,American Indian/Alaska Native,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
24590,2015,GU,Guam,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,23.4,19.8,27.4,631.0,,,,,,,Hawaiian/Pacific Islander,"(13.444304, 144.793731)",OWS,OWS1,Q038,VALUE,66,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
24656,2015,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.0,11.3,17.1,706.0,,,,,,,Non-Hispanic White,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
24694,2015,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,22.0,18.1,26.4,788.0,,,,Male,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Gender,Male,GEN,MALE
24717,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.9,7.1,8.8,6793.0,,,,Female,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Gender,Female,GEN,FEMALE
24818,2015,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.9,15.1,21.2,1541.0,Total,,,,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Total,Total,OVR,OVERALL
24866,2015,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.8,9.5,28.0,103.0,,,,,,,2 or more races,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
24890,2015,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.1,7.6,13.3,1104.0,,,,,9th,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Grade,9th,GRADE,GRADE09
24925,2015,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.7,9.5,27.6,336.0,,,,,,,2 or more races,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
25022,2015,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.5,13.0,25.6,1287.0,,,,,11th,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Grade,11th,GRADE,GRADE11
25485,2015,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.1,10.7,18.2,1182.0,,,,,11th,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Grade,11th,GRADE,GRADE11
25569,2015,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.3,6.9,12.5,1137.0,,,,Female,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Gender,Female,GEN,FEMALE
25717,2015,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.6,7.2,10.3,1029.0,,,,Female,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Gender,Female,GEN,FEMALE
25725,2015,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.1,6.6,9.9,2768.0,,,,Female,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Gender,Female,GEN,FEMALE
25888,2015,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.4,10.3,17.2,427.0,,,,,,,2 or more races,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
