,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
18341,2011,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.1,9.8,14.9,838.0,,,,Female,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Gender,Female,GEN,FEMALE
18360,2011,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,20.6,17.3,24.5,862.0,,,,Male,,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Gender,Male,GEN,MALE
18521,2011,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.0,10.4,13.7,2739.0,Total,,,,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Total,Total,OVR,OVERALL
18680,2011,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,21.5,15.7,28.7,217.0,,,,,,,Non-Hispanic Black,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
18730,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,10.1,13.0,6926.0,,,,,,,Non-Hispanic White,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
18908,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.9,13.0,17.0,1181.0,,,,Male,,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Gender,Male,GEN,MALE
19018,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.2,9.2,13.5,2133.0,,,,,10th,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Grade,10th,GRADE,GRADE10
19041,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,10.8,13.8,2095.0,Total,,,,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Total,Total,OVR,OVERALL
19067,2011,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,10.5,17.7,241.0,,,,,,,2 or more races,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
19091,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.0,13.4,16.8,4346.0,,,,Male,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Gender,Male,GEN,MALE
19200,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.1,12.5,15.8,4233.0,,,,,,,Hispanic,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
19234,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.5,14.5,21.0,2768.0,,,,Male,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Gender,Male,GEN,MALE
19346,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.8,12.1,25.4,227.0,,,,,12th,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Grade,12th,GRADE,GRADE12
19401,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,5.2,2.0,12.4,132.0,,,,,,,Asian,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Asian,RACE,RACEASN
19458,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.7,11.7,18.2,524.0,,,,,,,Non-Hispanic Black,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
19922,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.0,11.6,16.8,1249.0,,,,,12th,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Grade,12th,GRADE,GRADE12
19987,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.1,3.9,12.6,375.0,,,,,9th,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Grade,9th,GRADE,GRADE09
20005,2011,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,9.4,17.3,560.0,,,,,10th,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Grade,10th,GRADE,GRADE10
20007,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.8,6.4,14.9,440.0,,,,,,,Asian,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
20024,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.7,8.8,15.5,718.0,,,,Male,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Gender,Male,GEN,MALE
20394,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.6,8.8,15.1,655.0,,,,,11th,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Grade,11th,GRADE,GRADE11
20399,2011,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.2,15.2,21.5,808.0,,,,Male,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Gender,Male,GEN,MALE
20617,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.1,10.5,29.5,112.0,,,,,,,American Indian/Alaska Native,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
20652,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.0,6.9,14.4,534.0,,,,,9th,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Grade,9th,GRADE,GRADE09
21258,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.3,7.3,11.7,702.0,,,,,10th,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Grade,10th,GRADE,GRADE10
21279,2011,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.4,8.9,14.5,683.0,,,,Male,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Gender,Male,GEN,MALE
21303,2011,IA,Iowa,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.7,8.2,16.5,435.0,,,,,11th,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q038,VALUE,19,Grade,11th,GRADE,GRADE11
21313,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.2,11.2,17.9,606.0,,,,,,,Non-Hispanic White,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
21382,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.3,11.6,20.0,332.0,,,,,,,Hispanic,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Race/Ethnicity,Hispanic,RACE,RACEHIS
21413,2011,NJ,New Jersey,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.4,5.6,9.6,888.0,,,,Female,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q038,VALUE,34,Gender,Female,GEN,FEMALE
21632,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.4,13.6,19.7,1168.0,,,,,9th,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Grade,9th,GRADE,GRADE09
22031,2011,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.8,8.0,11.9,1487.0,Total,,,,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Total,Total,OVR,OVERALL
22153,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.7,10.4,13.3,2077.0,,,,,11th,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Grade,11th,GRADE,GRADE11
22169,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.6,6.9,13.1,433.0,,,,,11th,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Grade,11th,GRADE,GRADE11
22299,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.3,7.8,18.9,679.0,,,,,,,2 or more races,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
22448,2011,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.8,4.2,11.0,147.0,,,,,,,Asian,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Race/Ethnicity,Asian,RACE,RACEASN
22452,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.1,11.4,27.6,120.0,,,,,,,Non-Hispanic Black,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
22478,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,12.3,19.5,572.0,,,,Female,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Gender,Female,GEN,FEMALE
22568,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,21.4,10.7,38.3,107.0,,,,,,,Hawaiian/Pacific Islander,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
22667,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.0,9.8,12.3,12142.0,Total,,,,,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Total,Total,OVR,OVERALL
22706,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.0,11.2,24.9,108.0,,,,,,,2 or more races,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
22888,2011,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.6,5.3,13.7,273.0,,,,,11th,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Grade,11th,GRADE,GRADE11
22936,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.6,13.7,17.6,3980.0,Total,,,,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Total,Total,OVR,OVERALL
22963,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.6,10.3,17.8,614.0,,,,,,,2 or more races,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
23085,2011,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.5,6.9,12.9,2112.0,,,,,,,Non-Hispanic White,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
23179,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.5,11.4,23.4,200.0,,,,,,,Hispanic,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Race/Ethnicity,Hispanic,RACE,RACEHIS
23199,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.9,8.3,11.8,2618.0,Total,,,,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Total,Total,OVR,OVERALL
23206,2011,NJ,New Jersey,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.6,7.3,12.6,867.0,,,,,,,Non-Hispanic White,"(40.130570048, -74.273691288)",OWS,OWS1,Q038,VALUE,34,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
23327,2011,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.2,7.7,16.2,409.0,,,,,12th,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Grade,12th,GRADE,GRADE12
23371,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.2,9.6,12.9,2039.0,,,,,12th,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Grade,12th,GRADE,GRADE12
23430,2011,IA,Iowa,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.2,12.1,21.3,687.0,,,,Male,,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q038,VALUE,19,Gender,Male,GEN,MALE
23485,2011,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.3,9.6,15.6,817.0,,,,,10th,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Grade,10th,GRADE,GRADE10
23531,2011,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,12.0,20.6,417.0,,,,,10th,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Grade,10th,GRADE,GRADE10
23569,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.4,9.1,11.8,2514.0,,,,,,,Non-Hispanic White,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
23596,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.8,11.5,16.4,1078.0,,,,,9th,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,9th,GRADE,GRADE09
23686,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.2,17.0,21.7,2078.0,,,,,,,Hispanic,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Race/Ethnicity,Hispanic,RACE,RACEHIS
23745,2011,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.5,12.4,17.0,1267.0,Total,,,,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Total,Total,OVR,OVERALL
23855,2011,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.9,6.1,28.6,120.0,,,,,,,American Indian/Alaska Native,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
23931,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.4,4.2,9.7,1027.0,,,,,,,Asian,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,Asian,RACE,RACEASN
23959,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,21.4,16.5,27.3,804.0,,,,,,,American Indian/Alaska Native,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
24047,2011,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.7,12.2,15.2,447.0,,,,,,,Non-Hispanic Black,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
24108,2011,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.4,11.5,15.5,1305.0,,,,Male,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Gender,Male,GEN,MALE
24185,2011,MS,Mississippi,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,11.1,21.1,355.0,,,,,12th,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q038,VALUE,28,Grade,12th,GRADE,GRADE12
24187,2011,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.2,7.8,10.9,1653.0,Total,,,,,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Total,Total,OVR,OVERALL
24213,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,8.9,11.9,1745.0,,,,,,,Non-Hispanic White,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
24292,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,8.6,12.3,2863.0,,,,,11th,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Grade,11th,GRADE,GRADE11
24301,2011,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.9,11.1,19.8,410.0,,,,,9th,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Grade,9th,GRADE,GRADE09
24302,2011,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.8,9.0,15.4,678.0,,,,Female,,,,"(40.060210141, -82.404260056)",OWS,OWS1,Q038,VALUE,39,Gender,Female,GEN,FEMALE
24482,2011,CT,Connecticut,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,10.1,15.5,1965.0,Total,,,,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q038,VALUE,9,Total,Total,OVR,OVERALL
24485,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.6,5.1,14.0,362.0,,,,,11th,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Grade,11th,GRADE,GRADE11
24494,2011,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,20.3,14.5,27.7,154.0,,,,,,,Hispanic,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Race/Ethnicity,Hispanic,RACE,RACEHIS
24502,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,10.3,14.3,1128.0,,,,,9th,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Grade,9th,GRADE,GRADE09
24543,2011,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,12.6,18.8,366.0,,,,,,,Non-Hispanic Black,"(40.060210141, -82.404260056)",OWS,OWS1,Q038,VALUE,39,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
24640,2011,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.1,7.6,16.0,201.0,,,,,,,2 or more races,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
24722,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.2,4.6,8.3,1290.0,,,,Female,,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Gender,Female,GEN,FEMALE
24803,2011,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.0,13.5,21.2,1288.0,Total,,,,,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Total,Total,OVR,OVERALL
24805,2011,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.9,8.6,13.6,721.0,,,,,11th,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Grade,11th,GRADE,GRADE11
24829,2011,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.7,5.4,13.9,153.0,,,,,,,Asian,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Asian,RACE,RACEASN
25057,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.1,6.1,13.4,634.0,,,,,12th,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Grade,12th,GRADE,GRADE12
25116,2011,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.8,6.1,9.9,1205.0,,,,,,,Non-Hispanic White,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
25164,2011,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.4,11.7,17.4,920.0,,,,Male,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Gender,Male,GEN,MALE
25184,2011,OH,Ohio,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.5,11.6,25.6,388.0,,,,,10th,,,"(40.060210141, -82.404260056)",OWS,OWS1,Q038,VALUE,39,Grade,10th,GRADE,GRADE10
25246,2011,US,National,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.2,16.4,20.1,2517.0,,,,,,,Non-Hispanic Black,,OWS,OWS1,Q038,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
25282,2011,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.5,7.7,14.3,375.0,,,,,10th,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Grade,10th,GRADE,GRADE10
25326,2011,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,9.7,13.6,1108.0,,,,,,,Non-Hispanic White,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
25418,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.5,6.7,13.3,677.0,,,,,9th,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Grade,9th,GRADE,GRADE09
25432,2011,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.0,10.5,18.5,340.0,,,,,10th,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Grade,10th,GRADE,GRADE10
25590,2011,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.8,6.7,11.5,653.0,,,,Female,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Gender,Female,GEN,FEMALE
